book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_year,publication_year_flag,average_rating_flag,num_pages_raw,page_length_bucket,media_type_hint,num_pages_capped,ratings_count_raw,ratings_count_capped,text_reviews_count_raw,text_reviews_count_capped,authors_raw,authors_clean,canonical_book_id,is_duplicate
24827,Ship of Fools,Richard Paul Russo,3.74,0441008933,9780441008933,eng,370,2192,206,2001-12-31,Ace,2001,,,370,,,370,2192,2192,206,206,Richard Paul Russo,Richard Paul Russo,24827,False
24828,The Rosetta Codex,Richard Paul Russo,3.21,0441013309,9780441013302,en-US,384,22,2,2005-12-06,Ace Trade,2005,,,384,,,384,22,22,2,2,Richard Paul Russo,Richard Paul Russo,24828,False
24832,The Illustrated Man,Ray Bradbury,4.14,0553105574,9780553105575,eng,186,89,7,1976-01-01,Bantam Books,1976,,,186,,,186,89,89,7,7,Ray Bradbury,Ray Bradbury,24832,False
24835,The Sot-Weed Factor,John Barth,4.09,1903809509,9781903809501,eng,756,5911,257,2005-03-01,Atlantic Books (UK),2005,,,756,,,756,5911,5911,257,257,John Barth,John Barth,24835,False
24836,The Floating Opera and The End of the Road,John Barth,4.03,0385240899,9780385240895,eng,442,1933,115,1997-03-11,Anchor Books,1997,,,442,,,442,1933,1933,115,115,John Barth,John Barth,24836,False
24840,Chimera,John Barth,3.73,0618131701,9780618131709,en-US,308,1775,86,2001-11-20,Mariner Books,2001,,,308,,,308,1775,1775,86,86,John Barth,John Barth,24840,False
24842,Letters,John Barth,3.81,1564780619,9781564780614,eng,772,212,15,1994-10-01,Dalkey Archive Press,1994,,,772,,,772,212,212,15,15,John Barth,John Barth,24842,False
24850,Scar Lover,Harry Crews,3.79,0671797867,9780671797867,eng,288,797,39,1993-02-23,Touchstone,1993,,,288,,,288,797,797,39,39,Harry Crews,Harry Crews,24850,False
24858,Narcisse et Goldmund,Hermann Hesse,4.2,2253000043,9782253000044,fre,251,229,19,1991-01-01,Le Livre de Poche,1991,,,251,,,251,229,229,19,19,Hermann Hesse,Hermann Hesse,24858,False
24863,Demian,Hermann Hesse / Stanley Appelbaum,4.13,0486420426,9780486420424,mul,256,28,3,2002-06-11,Dover Publications,2002,,,256,,,256,28,28,3,3,Hermann Hesse/Stanley Appelbaum,Hermann Hesse/Stanley Appelbaum,24863,False
24865,The Ship Avenged,S.M. Stirling,4.06,0671877666,9780671877668,eng,364,3217,29,1997-02-01,Baen Books,1997,,,364,,,364,3217,3217,29,29,S.M. Stirling,S.M. Stirling,24865,False
24866,Dragon's Kin (Pern  #17),Anne McCaffrey / Todd McCaffrey,3.92,0345462009,9780345462008,eng,298,8100,185,2004-12-28,Del Rey,2004,,,298,,,298,8100,8100,185,185,Anne McCaffrey/Todd McCaffrey,Anne McCaffrey/Todd McCaffrey,24866,False
24873,Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey / Dick Hill,4.1,1597379514,9781597379519,en-US,8,118,20,2005-09-25,Brilliance Audio,2005,,,8,short_reference,,8,118,118,20,20,Anne McCaffrey/Dick Hill,Anne McCaffrey/Dick Hill,24873,False
24875,House of Stairs,William Sleator,3.85,0140345809,9780140345803,eng,176,3423,447,1991-04-01,Puffin Books,1991,,,176,,,176,3423,3423,447,447,William Sleator,William Sleator,24875,False
24878,Oddballs,William Sleator,3.87,0140374388,9780140374384,eng,144,269,43,1995-06-01,Puffin Books,1995,,,144,,,144,269,269,43,43,William Sleator,William Sleator,24878,False
24880,Hell Phone,William Sleator,3.5,0810954796,9780810954793,en-US,252,570,88,2006-09-26,Harry N. Abrams,2006,,,252,,,252,570,570,88,88,William Sleator,William Sleator,24880,False
24881,The Beasties,William Sleator,3.83,0141306394,9780141306391,eng,208,846,90,1999-10-01,Puffin Books,1999,,,208,,,208,846,846,90,90,William Sleator,William Sleator,24881,False
24884,The Duplicate,William Sleator,3.68,0141304316,9780141304311,eng,154,484,40,1999-06-01,Puffin Books,1999,,,154,,,154,484,484,40,40,William Sleator,William Sleator,24884,False
24885,Strange Attractors,William Sleator,3.72,0140345825,9780140345827,eng,176,230,7,1991-04-01,Puffin Books,1991,,,176,,,176,230,230,7,7,William Sleator,William Sleator,24885,False
24887,Parasite Pig (Interstellar Pig #2),William Sleator,3.64,0142400866,9780142400869,en-US,224,355,31,2004-02-09,Firebird,2004,,,224,,,224,355,355,31,31,William Sleator,William Sleator,24887,False
24888,The Boy Who Couldn't Die,William Sleator,3.68,0810987902,9780810987906,eng,161,1683,247,2005-04-01,Harry N. Abrams,2005,,,161,,,161,1683,1683,247,247,William Sleator,William Sleator,24888,False
24889,Among the Dolls,William Sleator,3.65,0765352397,9780765352392,eng,96,548,84,2006-05-02,Starscape,2006,,,96,,,96,548,548,84,84,William Sleator,William Sleator,24889,False
24893,That's Silly,William Sleator / Lawrence Di Fiori,3.6,0525409815,9780525409816,eng,46,5,2,1981-04-14,Dutton Books,1981,,,46,,,46,5,5,2,2,William Sleator/Lawrence Di Fiori,William Sleator/Lawrence Di Fiori,24893,False
24894,Once Said Darlene,William Sleator / Steven Kellogg,3.62,0525364102,9780525364108,eng,55,8,0,1979-03-22,Dutton Books,1979,,,55,,,55,8,8,0,0,William Sleator/Steven Kellogg,William Sleator/Steven Kellogg,24894,False
24898,Boltzmon!,William Sleator,3.62,0525461310,9780525461319,eng,160,86,5,1999-09-01,Dutton Juvenile,1999,,,160,,,160,86,86,5,5,William Sleator,William Sleator,24898,False
24899,Interstellar Pig (Interstellar Pig #1),William Sleator,3.88,0340850620,9780340850626,eng,200,2115,197,2001-12-06,Hodder Children's Books,2001,,,200,,,200,2115,2115,197,197,William Sleator,William Sleator,24899,False
24904,A Birthday for Frances,Russell Hoban / Lillian Hoban,4.24,0099432447,9780099432449,eng,32,2256,71,2002-06-06,Harper Collins,2002,,,32,,,32,2256,2256,71,71,Russell Hoban/Lillian Hoban,Russell Hoban/Lillian Hoban,24904,False
24905,Pilgermann,Russell Hoban,4.02,0747556407,9780747556404,en-GB,240,256,13,2002-01-02,Bloomsbury Publishing PLC,2002,,,240,,,240,256,256,13,13,Russell Hoban,Russell Hoban,24905,False
24908,How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban / Quentin Blake,4.29,1567923224,9781567923223,eng,32,307,42,2006-10-01,David R. Godine,2006,,,32,,,32,307,307,42,42,Russell Hoban/Quentin Blake,Russell Hoban/Quentin Blake,24908,False
24910,World's Fair,E.L. Doctorow,3.83,0452275725,9780452275720,eng,304,3178,229,1996-05-01,Plume,1996,,,304,,,304,3178,3178,229,229,E.L. Doctorow,E.L. Doctorow,24910,False
24914,The March,E.L. Doctorow,3.8,0812976150,9780812976151,eng,363,8266,831,2006-09-12,Random House Trade Paperbacks,2006,,,363,,,363,8266,8266,831,831,E.L. Doctorow,E.L. Doctorow,24914,False
24917,Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,E.L. Doctorow,4.29,0517100789,9780517100783,eng,658,17,3,1994-05-08,Wings,1994,,,658,,,658,17,17,3,3,E.L. Doctorow,E.L. Doctorow,24917,False
24920,The Discomfort Zone: A Personal History,Jonathan Franzen,3.4,0374299196,9780374299194,eng,195,4760,532,2006-09-05,Farrar Straus Giroux,2006,,,195,,,195,4760,4760,532,532,Jonathan Franzen,Jonathan Franzen,24920,False
24922,A Confederacy of Dunces,John Kennedy Toole,3.89,0140282688,9780140282689,eng,397,540,47,2003-02-26,Penguin Books  Limited (UK),2003,,,397,,,397,540,540,47,47,John Kennedy Toole,John Kennedy Toole,24922,False
24923,A Confederacy of Dunces,John Kennedy Toole / Walker Percy,3.89,0141182865,9780141182865,eng,338,1561,169,2000-03-30,Penguin Classics,2000,,,338,,,338,1561,1561,169,169,John Kennedy Toole/Walker Percy,John Kennedy Toole/Walker Percy,24923,False
24925,La conjura de los necios,John Kennedy Toole,3.89,8496333604,9788496333604,spa,462,70,6,2006-01-10,Quinteto,2006,,,462,,,462,70,70,6,6,John Kennedy Toole,John Kennedy Toole,24925,False
24929,Lost,Gregory Maguire / Douglas Smith,2.82,0060988649,9780060988647,eng,340,13152,904,2002-09-17,William Morrow Paperbacks,2002,,,340,,,340,13152,13152,904,904,Gregory Maguire/Douglas Smith,Gregory Maguire/Douglas Smith,24929,False
24930,The Dream Stealer,Gregory Maguire / Diana Bryan,3.64,0618181881,9780618181889,eng,132,433,56,2002-10-21,Clarion Books,2002,,,132,,,132,433,433,56,56,Gregory Maguire/Diana Bryan,Gregory Maguire/Diana Bryan,24930,False
24933,Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire / Elaine Clayton,3.52,0064410722,9780064410724,eng,224,111,11,2001-12-04,HarperCollins,2001,,,224,,,224,111,111,11,11,Gregory Maguire/Elaine Clayton,Gregory Maguire/Elaine Clayton,24933,False
24937,Wicked: The Grimmerie,David Cote / Stephen Schwartz / Joan Marcus / Winnie Holzman,4.18,1401308201,9781401308209,eng,192,49109,290,2005-10-26,Hachette Books,2005,,,192,,,192,49109,49109,290,290,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,24937,False
24939,A Little Bit Wicked (Last Man Standing  #1),Victoria Alexander,3.8,006088262X,9780060882624,eng,359,2209,88,2006-12-26,Avon,2006,,,359,,,359,2209,2209,88,88,Victoria Alexander,Victoria Alexander,24939,False
24942,My Wicked  Wicked Ways,Errol Flynn / Jeffrey Meyers,4.02,1845130499,9781845130497,eng,438,1583,115,2005-02-25,Aurum,2005,,,438,,,438,1583,1583,115,115,Errol Flynn/Jeffrey Meyers,Errol Flynn/Jeffrey Meyers,24942,False
24944,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,0553152645,9780553152647,eng,215,60,7,1984-01-18,Bantam Books,1984,,,215,,,215,60,60,7,7,Roald Dahl,Roald Dahl,24944,False
24945,The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,4.14,0141311495,9780141311494,eng,224,252,21,2001-09-27,Puffin Books,2001,,,224,,,224,252,252,21,21,Roald Dahl,Roald Dahl,24945,False
24949,Danny The Champion of the World,Roald Dahl / Jill Bennett,4.09,0553152890,9780553152890,eng,196,7,3,1984-06-01,Yearling,1984,,,196,,,196,7,7,3,3,Roald Dahl/Jill Bennett,Roald Dahl/Jill Bennett,24949,False
24951,Danny the Champion of the World,Roald Dahl,4.09,0435122215,9780435122218,eng,208,20,1,2009-09-01,Heinemann Library,2009,,,208,,,208,20,20,1,1,Roald Dahl,Roald Dahl,24951,False
24953,Danny The Champion Of The World,Roald Dahl / Quentin Blake,4.09,022406469X,9780224064699,eng,256,107,9,2002-11-07,Jonathan Cape,2002,,,256,,,256,107,107,9,9,Roald Dahl/Quentin Blake,Roald Dahl/Quentin Blake,24953,False
24955,Danny  Champion Du Monde,Roald Dahl,4.09,201321894X,9782013218948,fre,281,7,0,2001-09-05,Hachette,2001,,,281,,,281,7,7,0,0,Roald Dahl,Roald Dahl,24955,False
24956,The Science of the Hitchhiker's Guide to the Galaxy,Michael Hanlon,3.6,0230008909,9780230008908,eng,208,168,16,2006-08-08,Palgrave Macmillan,2006,,,208,,,208,168,168,16,16,Michael Hanlon,Michael Hanlon,24956,False
24958,The Dark Is Rising Sequence,Susan Cooper,4.28,0140316884,9780140316889,eng,786,266,16,1984-10-25,Puffin Books (Penguin Books),1984,,,786,,,786,266,266,16,16,Susan Cooper,Susan Cooper,24958,False
24964,The Essential Kierkegaard,Søren Kierkegaard / Howard Vincent Hong / Edna Hatlestad Hong,4.2,0691019401,9780691019406,eng,524,1807,44,2000-06-19,Princeton University Press,2000,,,524,,,524,1807,1807,44,44,Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong,Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong,24964,False
24965,Fear and Trembling,Søren Kierkegaard / Alastair Hannay,4.0,0143037579,9780143037576,eng,160,14185,559,2006-05-30,Penguin Books,2006,,,160,,,160,14185,14185,559,559,Søren Kierkegaard/Alastair Hannay,Søren Kierkegaard/Alastair Hannay,24965,False
24968,Fear and Trembling/Repetition,Søren Kierkegaard / Edna Hatlestad Hong / Howard Vincent Hong,4.23,0691020264,9780691020266,eng,420,4731,96,1983-06-01,Princeton University Press,1983,,,420,,,420,4731,4731,96,96,Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,24968,False
24970,Either/Or: A Fragment of Life,Søren Kierkegaard / Victor Eremita / Alastair Hannay,4.17,0140445773,9780140445770,eng,640,6405,127,1992-12-01,Penguin Classics,1992,,,640,,,640,6405,6405,127,127,Søren Kierkegaard/Victor Eremita/Alastair Hannay,Søren Kierkegaard/Victor Eremita/Alastair Hannay,24970,False
24978,Inside Job,Connie Willis,3.67,1596060247,9781596060241,eng,99,1442,180,2005-06-01,Subterranean Press,2005,,,99,,,99,1442,1442,180,180,Connie Willis,Connie Willis,24978,False
24979,Miracle and Other Christmas Stories,Connie Willis,3.9,0553580485,9780553580488,eng,336,1681,199,2000-10-31,Bantam,2000,,,336,,,336,1681,1681,199,199,Connie Willis,Connie Willis,24979,False
24980,Lincoln's Dreams,Connie Willis,3.52,0553270257,9780553270259,eng,245,3542,303,1992-06-01,Bantam Doubleday Dell Publishing Company Inc.,1992,,,245,,,245,3542,3542,303,303,Connie Willis,Connie Willis,24980,False
24982,Uncharted Territory,Connie Willis,3.51,0553562940,9780553562941,eng,149,1240,122,1994-06-01,Spectra,1994,,,149,,,149,1240,1240,122,122,Connie Willis,Connie Willis,24982,False
24984,Passage,Connie Willis,3.69,0553580515,9780553580518,eng,780,7331,753,2002-01-02,Bantam,2002,,,780,,,780,7331,7331,753,753,Connie Willis,Connie Willis,24984,False
24985,Bellwether,Connie Willis,3.92,0553562967,9780553562965,eng,248,9419,1110,1997-06-02,Spectra,1997,,,248,,,248,9419,9419,1110,1110,Connie Willis,Connie Willis,24985,False
25002,Writing Degree Zero,Roland Barthes / Annette Lavers / Colin Smith / Susan Sontag,3.88,0809013843,9780809013845,eng,96,19,0,1977-05-01,Hill and Wang,1977,,,96,,,96,19,19,0,0,Roland Barthes/Annette Lavers/Colin Smith/Susan Sontag,Roland Barthes/Annette Lavers/Colin Smith/Susan Sontag,25002,False
25005,New Worlds  Ancient Texts: The Power of Tradition and the Shock of Discovery,Anthony Grafton,3.62,0674618769,9780674618763,eng,296,71,4,1995-03-15,Belknap Press,1995,,,296,,,296,71,71,4,4,Anthony Grafton,Anthony Grafton,25005,False
25012,The Book of My Life,Girolamo Cardano / Jean Stoner / Anthony Grafton,3.75,1590170164,9781590170168,en-GB,320,72,12,2002-10-31,NYRB Classics,2002,,,320,,,320,72,72,12,12,Girolamo Cardano/Jean Stoner/Anthony Grafton,Girolamo Cardano/Jean Stoner/Anthony Grafton,25012,False
25013,A Crack in the Edge of the World,Simon Winchester,3.78,0060572000,9780060572006,eng,419,5413,499,2006-10-10,Harper Perennial,2006,,,419,,,419,5413,5413,499,499,Simon Winchester,Simon Winchester,25013,False
25014,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,3.82,0060931809,9780060931803,eng,329,10452,539,2002-07-30,Perennial,2002,,,329,,,329,10452,10452,539,539,Simon Winchester,Simon Winchester,25014,False
25015,The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,Simon Winchester,3.92,0312423373,9780312423377,eng,416,1398,95,2004-04-01,Picador,2004,,,416,,,416,1398,1398,95,95,Simon Winchester,Simon Winchester,25015,False
25016,Outposts: Journeys to the Surviving Relics of the British Empire,Simon Winchester,3.79,0060598611,9780060598617,eng,400,1209,106,2004-06-15,Harper Perennial,2004,,,400,,,400,1209,1209,106,106,Simon Winchester,Simon Winchester,25016,False
25017,Krakatoa: The Day the World Exploded: August 27  1883,Simon Winchester,3.87,0060838590,9780060838591,eng,464,15680,1074,2005-07-05,Harper Perennial,2005,,,464,,,464,15680,15680,1074,1074,Simon Winchester,Simon Winchester,25017,False
25021,How the Irish Saved Civilization,Thomas Cahill,3.81,0340637870,9780340637876,en-GB,256,91,13,2003-03-03,Sceptre,2003,,,256,,,256,91,91,13,13,Thomas Cahill,Thomas Cahill,25021,False
25023,Irish Traditional Cooking: Over 300 Recipes from Ireland's Heritage,Darina Allen / Regina Sexton,4.19,190492011X,9781904920113,eng,288,200,7,2004-12-22,Kyle Books,2004,,,288,,,288,200,200,7,7,Darina Allen/Regina Sexton,Darina Allen/Regina Sexton,25023,False
25025,The Scotch-Irish: A Social History,James Graham Leyburn,3.97,0807842591,9780807842591,eng,377,210,25,1989-08-30,University of North Carolina Press,1989,,,377,,,377,210,210,25,25,James Graham Leyburn,James Graham Leyburn,25025,False
25027,Irish Blessings,Ashley Shannon,4.05,0762404787,9780762404780,eng,128,29,2,1999-02-22,Running Press,1999,,,128,,,128,29,29,2,2,Ashley Shannon,Ashley Shannon,25027,False
25032,Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,Juliette Aristides,4.12,0823006573,9780823006571,eng,160,3686,24,2006-11-01,Watson-Guptill,2006,,,160,,,160,3686,3686,24,24,Juliette Aristides,Juliette Aristides,25032,False
25033,Common Herbs for Natural Health,Juliette De Bairacli Levy / Heather Wood,4.45,0961462094,9780961462093,eng,223,113,7,1996-04-11,Ash Tree Publishing,1996,,,223,,,223,113,113,7,7,Juliette De Bairacli Levy/Heather  Wood,Juliette De Bairacli Levy/Heather Wood,25033,False
25034,The Complete Herbal Handbook for the Dog and Cat,Juliette De Bairacli Levy,4.31,0571161154,9780571161157,eng,368,106,7,1991-04-08,Faber  Faber,1991,,,368,,,368,106,106,7,7,Juliette De Bairacli Levy,Juliette De Bairacli Levy,25034,False
25037,El rey de Les Halles,Juliette Benzoni / Francisco Rodriguez de Lecea,4.19,8466619453,9788466619455,spa,448,207,5,2007-01-01,Ediciones B,2007,,,448,,,448,207,207,5,5,Juliette Benzoni/Francisco Rodriguez de Lecea,Juliette Benzoni/Francisco Rodriguez de Lecea,25037,False
25041,The Case of the Snowboarding Superstar (Jigsaw Jones  #29),James Preller / R.W. Alley / Jamie Smith,3.98,0439793955,9780439793957,en-US,80,123,13,2006-01-01,Scholastic,2006,,,80,,,80,123,123,13,13,James Preller/R.W. Alley/Jamie  Smith,James Preller/R.W. Alley/Jamie Smith,25041,False
25044,The Case Of The Kidnapped Candy (Jigsaw Jones Mystery #30),James Preller / R.W. Alley / Jamie Smith,3.75,0439896185,9780439896184,eng,80,104,6,2007-01-01,Scholastic,2007,,,80,,,80,104,104,6,6,James Preller/R.W. Alley/Jamie  Smith,James Preller/R.W. Alley/Jamie Smith,25044,False
25045,The Case of the Marshmallow Monster (Jigsaw Jones  #11),James Preller / R.W. Alley,3.92,0439184738,9780439184731,en-US,80,227,17,2001-03-01,Scholastic Paperbacks,2001,,,80,,,80,227,227,17,17,James Preller/R.W. Alley,James Preller/R.W. Alley,25045,False
25047,The Case of the Stinky Science Project (Jigsaw Jones  #9),James Preller / John Speirs,3.83,0439114284,9780439114288,en-US,80,162,11,2001-03-01,Scholastic Paperbacks,2001,,,80,,,80,162,162,11,11,James Preller/John Speirs/James Preller,James Preller/John Speirs/James Preller,25047,False
25048,The Case Of The Buried Treasure,James Preller / Jamie Smith / R.W. Alley,3.92,043930931X,9780439309318,eng,112,101,9,2002-01-01,Scholastic Paperbacks,2002,,,112,,,112,101,101,9,9,James Preller/Jamie Smith/R.W. Alley,James Preller/Jamie Smith/R.W. Alley,25048,False
25050,The Case of the Mummy Mystery (Jigsaw Jones  #6),James Preller / John Speirs / R.W. Alley,3.81,0439080940,9780439080941,en-US,80,327,22,2001-03-01,Scholastic Paperbacks,2001,,,80,,,80,327,327,22,22,James Preller/John Speirs/R.W. Alley,James Preller/John Speirs/R.W. Alley,25050,False
25051,Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald / Alexandra Boiger,4.16,0064401480,9780064401487,eng,128,48919,1089,2007-08-14,HarperCollins,2007,,,128,,,128,48919,48919,1089,1089,Betty MacDonald/Alexandra Boiger,Betty MacDonald/Alexandra Boiger,25051,False
25052,Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle  #2),Betty MacDonald / Alexandra Boiger,4.16,0064401510,9780064401517,eng,192,13359,236,2007-08-14,HarperCollins,2007,,,192,,,192,13359,13359,236,236,Betty MacDonald/Alexandra Boiger,Betty MacDonald/Alexandra Boiger,25052,False
25053,Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald / Alexandra Boiger,4.24,0064401499,9780064401494,eng,125,14745,203,2007-08-14,HarperCollins,2007,,,125,,,125,14745,14745,203,203,Betty MacDonald/Alexandra Boiger,Betty MacDonald/Alexandra Boiger,25053,False
25055,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald / Hilary Knight,4.46,0060248122,9780060248123,eng,392,922,86,1995-06-15,HarperCollins,1995,,,392,,,392,922,922,86,86,Betty MacDonald/Hilary Knight,Betty MacDonald/Hilary Knight,25055,False
25059,Brightness Reef (Uplift Storm Trilogy  #1),David Brin,3.9,0553573306,9780553573305,eng,661,8963,153,1996-10-01,Spectra,1996,,,661,,,661,8963,8963,153,153,David Brin,David Brin,25059,False
25060,Brightness Falls,Jay McInerney,3.74,0747553718,9780747553717,eng,432,46,0,2001-08-06,Bloomsbury,2001,,,432,,,432,46,46,0,0,Jay McInerney,Jay McInerney,25060,False
25061,This Side of Brightness,Colum McCann,3.85,0312421974,9780312421977,eng,304,2506,264,2003-01-01,Picador,2003,,,304,,,304,2506,2506,264,264,Colum McCann,Colum McCann,25061,False
25065,Dazzling Brightness (Greek Myths  #1),Roberta Gellis,3.84,0786000236,9780786000234,eng,446,196,16,1994-06-01,Pinnacle,1994,,,446,,,446,196,196,16,16,Roberta Gellis,Roberta Gellis,25065,False
25069,Bright Lights  Big City,Jay McInerney / Sylvie Durastanti,3.77,2879290937,9782879290935,fre,192,68,5,1997-10-14,Editions de l'Olivier,1997,,,192,,,192,68,68,5,5,Jay McInerney/Sylvie Durastanti,Jay McInerney/Sylvie Durastanti,25069,False
25074,How it Ended,Jay McInerney,3.49,0747553564,9780747553564,eng,196,762,56,2009-08-06,Bloomsbury Publishing PLC,2009,,,196,,,196,762,762,56,56,Jay McInerney,Jay McInerney,25074,False
25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.25,0060974990,9780060974992,eng,272,15923,666,1992-06-12,Harper Perennial,1992,,,272,,,272,15923,15923,666,666,Jonathan Kozol,Jonathan Kozol,25078,False
25083,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,Dan Savage,3.81,0452284163,9780452284166,eng,320,3090,195,2003-09-30,Penguin Books,2003,,,320,,,320,3090,3090,195,195,Dan Savage,Dan Savage,25083,False
25084,Savage Love: Straight Answers from America's Most Popular Sex Columnist,Dan Savage,3.85,0452278155,9780452278158,en-GB,352,900,61,1998-10-01,Penguin Books,1998,,,352,,,352,900,900,61,61,Dan Savage,Dan Savage,25084,False
25099,The Doll's House (The Sandman  #2),Neil Gaiman / Steve Parkhouse / Chris Bachalo / Michael Zulli / Mike Dringenberg / Malcolm Jones III / Todd Klein / Clive Barker,4.44,1563892251,9781563892257,eng,232,63599,1518,1999-03-10,Vertigo,1999,,,232,,,232,63599,63599,1518,1518,Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,25099,False
25100,Dream Country (The Sandman  #3),Neil Gaiman / Kelley Jones / Charles Vess / Colleen Doran / Malcolm Jones III / Steve Erickson,4.24,156389226X,9781563892264,eng,111,84421,1201,1999-02-05,DC Comics,1999,,,111,,,111,84421,84421,1201,1201,Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,25100,False
25101,Season of Mists (The Sandman  #4),Neil Gaiman / Matt Wagner / George Pratt / Dick Giordano / Kelley Jones / P. Craig Russell / Mike Dringenberg / Malcolm Jones III / Todd Klein / Harlan Ellison,4.54,1563890356,9781563890352,eng,217,50951,1038,1999-03-10,Vertigo,1999,,,217,,,217,50951,50951,1038,1038,Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,25101,False
25102,A Game of You (The Sandman  #5),Neil Gaiman / Shawn McManus / Colleen Doran / Bryan Talbot / George Pratt / Stan Woch / Dick Giordano / Todd Klein,4.43,1563890933,9781563890932,eng,192,43065,876,1999-03-10,Vertigo,1999,,,192,,,192,43065,43065,876,876,Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,25102,False
25103,World's End (The Sandman  #8),Neil Gaiman / Mike Allred / Gary Amaro / Mark Buckingham / David Giordano / Tony Harris / Steve Leialoha / Vince Locke / Shea Anton Pensa / Alec Stevens / Bryan Talbot / John Watkiss / Todd Klein / Michael Zulli / Stephen King,4.47,1563891700,9781563891700,eng,160,36629,675,1999-07-16,Vertigo,1999,,,160,,,160,36629,36629,675,675,Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,25103,False
25104,The Wake (The Sandman  #10),Neil Gaiman / Michael Zulli / Jon J. Muth / Charles Vess / Mikal Gilmore,4.52,1563892871,9781563892875,eng,191,37038,767,1999-09-03,Vertigo,1999,,,191,,,191,37038,37038,767,767,Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,25104,False
25106,Fables & Reflections (The Sandman  #6),Neil Gaiman / Bryan Talbot / Stan Woch / P. Craig Russell / Shawn McManus / John Watkiss / Jill Thompson / Duncan Eagleson / Kent Williams / Todd Klein,4.45,1563891069,9781563891069,eng,263,40736,776,1999-03-10,DC Comics,1999,,,263,,,263,40736,40736,776,776,Neil Gaiman/Bryan Talbot/Stan Woch/P. Craig Russell/Shawn McManus/John Watkiss/Jill Thompson/Duncan Eagleson/Kent Williams/Todd Klein,Neil Gaiman/Bryan Talbot/Stan Woch/P. Craig Russell/Shawn McManus/John Watkiss/Jill Thompson/Duncan Eagleson/Kent Williams/Todd Klein,25106,False
25109,Common Ground: A Turbulent Decade in the Lives of Three American Families,J. Anthony Lukas,4.28,0394746163,9780394746166,eng,688,2061,194,1986-08-12,Vintage,1986,,,688,,,688,2061,2061,194,194,J. Anthony Lukas,J. Anthony Lukas,25109,False
